Name,Ingredients
Red Kidney Beans Tortilla Wraps,"tomato, salt, sunflower oil, green chilli, red chilli powder, onion, lemon, rajma, coriander powder, garam masala powder, tortillas"
Satvik Carrot Sprouts Salad - No Onion No Garlic,"salt, coconut, green moong sprouts, carrot, lemon, peanuts, black pepper powder, green bell pepper"
Rajma Aloo Cutlet (Tikki / Patty),"salt, cumin powder, amchur, coriander leaves, red chilli powder, gram flour, rajma, coriander powder, potato, green chillies, garam masala powder, sunflower oil"
Savory Oatmeal Bowl with Sautéed Carrot and Green Bean,"salt, green beans, ginger, red chilli powder, water, carrot, cloves garlic, cumin seeds, black pepper powder, coriander powder, rolled oats instant oats"
So th injian badge repe onion badge ｜ la w badge badge ｜ potato badge,"salt, cumin powder, fennel seeds, potato, red chilli powder, gram flour, onion, turmeric powder, banana, sunflower oil"
Vegetable Clear Soup,"salt, green beans, stalk spring onion greens, black pepper corns, button mushrooms, cloves garlic, carrot, water, lemon, spring onion bulbs"
Goan Bimbla Uddamethi,"salt, sunflower oil, coconut, mustard seeds, asafoetida, red chilli powder, curry leaves, white urad dal, grams jaggery, methi seeds, turmeric powder, bimbla"
Masalewari Chef (Spiced Sindhi Bread),"anardana powder dry, wheat flour, ginger, salt, coriander leaves, asafoetida, ajwain, red chilli powder, ghee roasting kokhi, onion, cumin seeds, mint leaves, turmeric powder, green chillies"
Spicy Kiwifruit Salsa & Feta Toasties,"lemon, wheat brown bread, salt, tabasco original sauce, onion, parsley leaves, feta cheese, virgin olive oil butter toasting, kiwi"
Cheese and Spinach Tart,"cheese, salt, britannia, pie crust dough, cloves garlic, virgin olive oil, cheddar cheese, pepper, spinach leaves" of Nut Mustard Chitran,"salt, dry red chilli spiciness, rice, mustard seeds, coconut, asafoetida, jaggery, black urad dal, curry leaves, dry red chilli, peanuts, tamarind paste gooseberry tamarind, turmeric powder, chana dal, sunflower oil"
Malvani Kala Chana Masala - Spicy Kala Chana Curry,"black cardamom, kala chana, salt, coriander, tamarind water, cardamom podsseeds, fennel seeds, mustard seeds, jaggery, cloves garlic, dry red chillies, coriander seeds, cumin seeds, poppy seeds, cinnamon stick, cloves, star anise, sunflower oil"
Kakrar Jhal - Bengali Crab Curry,"tomato, salt, cumin powder, coriander powder, mustard oil, cardamom podsseeds, crabs, red chilli powder, onion paste, sugar, cinnamon stick, cloves, ginger paste, potato, turmeric powder, green chillies, garam masala powder, garlic paste"
Instant Lemon Avalakki - Instant Poha Snack,"peanut oil, citric acid crystals, salt, curry ful, mustard seeds, asafoetida, gram dal, poha, white urad dal, cumin seeds, peanuts, green chillies, turmeric powder"
Kuvale Sasam - Konkani Ash Gourd Curry,"salt, mustard seeds, coconut, vellai poosanikai, water, curry leaves, dry red chillies, tamarind, turmeric powder, sunflower oil"
Chicken Meatball Tacos,"salt, re beans, green chilli, sour, coriander leaves, spring onion greens, ginger garlic paste, iceberg lettuce, guacamole, coriander leaves, chicken, cheddar cheese, black pepper powder, taco shells, sunflower oil"
Soya Keema Matar Masala,"salt, ginger, soy min, red chilli powder per spice preference, green peas, cloves garlic, coriander leaves, sugar, onion, coriander powder, turmeric powder, green chillies, garam masala powder, sunflower oil"
Baked Yogurt Tart with Figs and Blueberries(With Eggless Option),"baking powder, salt, eggs basting or milk, hung curd, nutmeg powder, blueberries, vanilla, lemon, brown sugar, figs, flour, icing sugar, butter, instant oats"
Spinach and Basil Pasta Sauce,"salt, basil leaves, milk, cloves garlic, spinach tho"
Bengali Kanch kolar Kofta Curry (Green Plantain Kofta Curry),"tomato, green chillies, cumin powder, ginger, bay leaf, red chilli powder, sugar, coriander leaves, cumin seeds, panch phoran masala, potato, turmeric powder, banana, garam masala powder"
Murgh Aloo Tikki - Chicken & Potato Tikki,"salt, eggs, potato, mint leaves, ginger garlic paste, coriander leaves, onion, chicken, black pepper powder, green chillies, sunflower oil"
Sabudana Thalipeeth - Tapioca Pearl Spicy Flat Bread,"salt, ginger, sabudana, coriander leaves, cumin seeds, peanuts, ghee, oil, potato, turmeric powder, green chillies"
Spiced Watermelon Curry With Carrots & Peppers,"tomato, salt, cumin powder, ajwain, red chilli powder, carrot, coriander leaves, dry red chillies, watermelon, green bell pepper, turmeric powder"
Vegetable Handi Biryani,"tomato, cumin powder, coriander leaves, kala chana pressure till, cloves garlic, carrot, onion, turmeric powder, sunflower oil, salt, green chilli, cardamom podsseeds, wheat berries wheat, garam masala powder, green beans, rice, red chilli powder, curd, ginger, bay leaf, ghee, milk, saffron strands, cinnamon stick, coriander powder, cloves"
Hari Dhania Ki Sabzi ( Fresh Coriander leaves Dry Curry),"salt, mustard seeds, asafoetida, potato, sesame oil, gram flour, coriander leaves, cumin seeds, turmeric powder, green chillies"
Creamy Polenta With Mushrooms,"salt, vegetable stock, bay leaf, parmesan cheese shaved, milk, black peppercorns, cloves garlic, onion, parsley leaves, virgin olive oil butter, button mushrooms, flour, corn meal coarse, butter, water"
Apple and Bok Choy Salad,"salt, bok choy, peanut butter, virgin olive oil, carrot, black peppercorns, apple, onion, vinegar, dijon mustard, red chilli sauce, sesame seeds"
Andhra Potato Korma,"tomato, salt, ginger, garam masala powder, green chilli, cardamom podsseeds, fennel seeds, coconut, mint leaves, red chilli powder, cloves garlic, st flower, coriander leaves, cinnamon stick, onion, poppy seeds, coriander powder, potato, turmeric powder, star anise"
Broccoli And Tofu Green Curry,"salt, vegetable stock, tofu, lemongrass stalk, galangal, thai basil leaves, coriander leaves, garlic, broccoli, lemon, coconut milk, soy sauce thai fish sauce, kaffir lime leaves, sunflower oil"
Roasted Tomato And Basil Bruschetta,"salt, baguette, tme leaves dried, virgin olive oil, cloves garlic, black peppercorns, ricotta cheese, cherry tomato, chilli oil, basil"
Nepalese Vegetable Pulao,"tomato, basmati rice, black cardamom, green chillies, salt, bay leaf, green peas, ginger garlic paste, cinnamon stick, cumin seeds, onion, lemon, turmeric powder, cloves, sunflower oil"
Mutton Cut,"salt, bay leaves, cardamom podsseeds, ghee, nutmeg powder, black peppercorns, onion paste, curd, cashew nuts paste, dry red chillies, cinnamon stick, mutton, poppy seeds, mace, sugar, ginger paste, cloves, melon seeds paste, garlic paste"
Kondakadalai Puli Vengaya Kuzhambu (South Spicy And Tangy Kala Chana),"tomato, salt, tamarind water, mustard seeds, jaggery, sesame oil, pearl onion, curry leaves, methi seeds, turmeric powder, sambar powder, kala chana"
Jowar Bajra Garlic Roti,"salt, water the dough, jowar flour, cloves garlic, black pepper powder, bajra flour"
Bitter Gourd Chips,"salt, cumin powder, corn flour, karela, fennel seeds, red chilli powder, gram flour, mango, coriander powder, rice flour, turmeric powder, sunflower oil"
South Coconut Chutney With Coconut Water,"salt, mustard seeds, tender coconut water, kashmiri dry red chilli, dry coconut, curry leaves, white urad dal, gram dal bit oil, coconut oil, green chillies"
Orange Cranberry Cupcakes,"baking powder, orange, salt, tutti frutti, orange juice, cranberries, vanilla, eggs, caster sugar, flour, gram butter"
Fizzy Pomegranate Mint Mocktail,"black salt, ice cubes, sugar, lemon, pomegranate fruit kernels, mint leaves, aerated water"
Steamed Vegetables With Chilli Lime Butter,"salt, green beans, red chilli flakes, carrot, baby corn, lemon, pepper, button mushrooms, butter, dried oregano"
Balsamic Glazed Eggplant Feta Rollatini,"tomato, salt, red radish, brinjal, marinara sauce, virgin olive oil, basil leaves, garlic, black olives, feta cheese, balsamic vinegar, dried oregano"
Mughlai Dum Arbi,"salt, ginger, cardamom podsseeds, ghee, colocasia root skin, red chilli powder, cloves garlic, poppy seeds water, curd, onion, cashew nuts water, coriander powder, turmeric powder, cloves, garam masala powder"
Chicken Bharta - Dhaba Chicken Masala,"tomato, cumin powder, kashmiri red chilli powder, coriander leaves, onion, turmeric powder, green chillies, sunflower oil, black cardamom, salt, eggs, cardamom podsseeds, chicken breasts bless, garam masala powder, curd, sugar, kasuri methi, butter, cashew nuts, bay leaf, kewra essence drops, ginger garlic paste, cinnamon stick, coriander powder, cloves"
Spaghetti Tomato (Pasta in Tomato Basil Sauce),"tomato, salt, spaghetti pasta bucatini, virgin olive oil, cloves garlic, basil leaves, red chilli flakes, black peppercorns, parmesan cheese"
Dal And Vegetable Kebab,"wheat brown bread, salt, cumin powder, potato, chaat masala powder, red chilli powder, cloves garlic, carrot, kabuli chana, onion, lemon, green bell pepper, mint leaves, turmeric powder, black eyed beans, kala chana, sunflower oil"
Zucchini Wheat Semolina Salt,"salt, wheat, ginger, asafoetida, mustard seeds, water, curry leaves, coriander leaves, onion, cumin seeds, peanuts, methi seeds, turmeric powder, chana dal, dry red chillies, turkey berry, sunflower oil"
Karnataka Avarekalu Kosambari,"salt, yellow moong dal, green chilli, coconut, coriander leaves, asafoetida, mustard seeds, carrot, curry leaves, avarekalu lilva beans pressure, lemon, sweet corn, sunflower oil"
Chicken Pizza With Caramelised Red Onion,"tomato, salt, chicken breasts, tabasco original sauce, black pepper powder, mozzarella cheese, virgin olive oil, dry yeast, water, cloves garlic, red chilli flakes, sugar, onion, basil leaves, thyme leaves, vinegar, virgin olive oil caramelising, flour, wheat flour"
Kung Pao Chicken With Vegetable Fried Rice,"salt, ginger, boneless chicken, green chilli, black peppercorns, soy sauce, spring onion, dry red chilli, tomato ketchup, peanuts without husk, vinegar, garlic, virgin olive oil sesame oil, green bell pepper"
Shahi Bhindi in Cashew Nut Gravy - Okras in Cashew Nut Curry,"cashew nuts, tomato, green chillies, ginger, ghee, cardamom podsseeds, cumin seeds, red chilli powder, onion, bhindi length, garlic, cinnamon stick, cloves, turmeric powder, kasuri methi, garam masala powder, sunflower oil"
Kashmiri Nadru Yakhni-Lotus Stem in Yogurt Sauce,"black cardamom, salt, cardamom podsseeds, fennel seeds, bay leaf, ajwain, asafoetida, ghee, gram flour, curd, dry ginger powder, cinnamon stick, lotus stem, cloves, garam masala powder"
Mughlai Bhindi - Spicy Okra Curry,"tomato, salt, fennel seeds, red chilli flakes, black peppercorns, ginger garlic paste, coriander seeds, onion, cumin seeds, badam, bhindi, turmeric powder, garam masala powder, sunflower oil"
Kesar Badam Cupcakes With Shrikhand,"baking powder, hung curd, saffron strands milk, cardamom podsseeds, saffron strands, curd, almond essence, badam, condensed milk, flour, butter, sunflower oil"
Muttai Parotta ( Ande Ka Paratha / Egg Filled Flat Bread),"tomato, salt, water knead, coriander leaves, onion, eggs, flour, green chillies, sunflower oil"
Asian Shrimp Rice Burger,"salt, iceberg lettuce leaves, eggs, black sesame seeds, thai jasmine rice, shrimps ground paste, sesame oil, water, soy sauce, sriracha sauce, onion, mayonnaise, black pepper powder, shrimps, wheat bread crumbs, sunflower oil"
Homemade Herb Butter,"basil leaves, salted butter, parsley leaves, lemon, chives"
Braised Pork Belly,"ginger, soy sauce, dark soy sauce, sugar, chinese rice wine, pork belly, star anise"
Maharashtrian Namkeen Shankarpali (Savory Flaky Pastry Diamonds),"salt, wheat flour, ghee, red chilli powder, cumin seeds, sooji"
Semolina Gujiya,"nutmeg powder, coconut, ghee, milk, raisins, sugar, badam, cardamom powder, sooji, flour, khuskhus"
Crispy and Spicy Chilli Chicken -,"salt, ginger, corn flour, coriander leaves, curry leaves, curd, eggs, cinnamon stick, chicken, cumin seeds, garlic, onion, cloves, flour, turmeric powder, green chillies, sunflower oil"
Lehsuni Methi Paneer - Garlic Methi Paneer Curry,"salt, green chillies, ginger, ghee, paneer, cloves garlic, curd, cardamom powder, cashews, kasuri methi, garam masala powder"
Spinach Tomato Soup Italian,"tomato, salt, vegetable stock, spinach, paprika powder, penne pasta, cloves garlic, carrot circles, red chilli flakes, virgin olive oil, white vinegar, onion, black pepper powder, dried oregano"
Chettinad Thakkali Vengaya Kuzhambu,"tomato, salt, tamarind water, mustard seeds, jaggery, sesame oil, black peppercorns, pearl onion, curry leaves, methi seeds, sambar powder"
Samai Arisi Pidi Kozhukattai (Tamil Nadu ),"ginger, green chilli, mustard seeds, yellow moong dal husken green gram, sesame oil, black peppercorns, curry leaves, white urad dal, cumin seeds, mixed millets, chana dal"
Mushroom Stroganoff,"salt, green beans, button mushrooms, sunflower oil, oregano, rice, green peas, cloves garlic, carrot, baby corn, sugar, onion, thyme leaves, pepper, butter, dried oregano" Skillet Roasted Fondant Potatoes,"salt, cloves garlic from between, potato barrel shape, tme leaves, butter"
Parsi Mutton Cutlets,"sunflower oil, coriander leaves, mint leaves, potato, red chilli powder, onion, mutton, cinnamon stick, wheat bread crumbs, cloves, ginger paste, salt accroding, turmeric powder, green chillies, garlic paste"
Foxtail Millet Khichdi with Batata Aloo Nu Shaak,"yellow moong dal, ginger, ghee, foxtail millet, asafoetida, black peppercorns, cinnamon stick, cumin seeds, turmeric powder"
Konkani Tendli Sukke - Ivy Gourd/Tindora Stir Fry,"salt, mustard seeds, coconut, jaggery, tindora, curry leaves, white urad dal, coriander seeds, dry red chillies, tamarind, sunflower oil"
Cheese And Corn Tostadas,"salt, black pepper powder, sunflower oil using skillet, lemon, cheddar cheese, sweet corn, tortillas corn, avocado ripen"
Oats Unni Appam/ Nei Appam,"wheat flour, bananas, ghee, jaggery, water, baking soda, rice flour, instant oats"
Kavuni Arisi Payasam - Black Rice Kheer,"cashew nuts, black rice, cardamom podsseeds, ghee, milk, raisins, water, sugar"
Pumpkin Dal with Garlic Tadka,"tomato, green chillies, yellow moong dal, ginger, arhar dal, parangikai pumpkin, bay leaves, salt, ghee, cloves garlic, dry red chillies, cinnamon stick, cumin seeds, turmeric powder, masoor dal, sunflower oil"
Chicken Mie Goreng - Noodles Tossed In Sriracha Sauce,"salt, red bell pepper, spring onion greens, eggs, wheat noodles, button mushrooms, cloves garlic, soy sauce, sriracha sauce, onion, pepper, broccoli florets, chicken breasts, sunflower oil"
Muttai Kuzhambu - South Egg Curry,"tomato, salt, coriander leaves, mustard seeds, red chilli powder, onion, garlic, cumin seeds, coriander powder, eggs, turmeric powder, garam masala powder, sunflower oil"
Bhindi Huli - South Tangy Okra,"salt, mustard seeds, red chilli powder, onion, coconut oil, tamarind paste, bhindi, turmeric powder, sambar powder"
Ukad (Maharashtrian Rice Flour Porridge),"salt, green chilli, mustard seeds, asafoetida, water, cloves garlic, curry leaves, curd, rice flour, turmeric powder"
Coconut Kewra Drink,"tender coconut water, kewra essence, coconut tender coconut, ice"
Cheese Broccoli Fritter - Pan Fried Broccoli Pakora,"salt, baking powder, corn flour, cloves garlic, red chilli powder smoked paprika, broccoli, parmesan cheese, flour, sunflower oil"
Paneer Pancake,"baking powder, wheat flour, salt, paneer, milk, sugar, butter, eggs flax meal eggs replacer"
